date,device,device_type,failure,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9
2015-01-04,S1F01XDJ,S,0,45476376,0,0,0,8,406531,0,0,0
2015-02-25,S1F0LD2C,S,0,52883600,0,0,0,13,467240,0,0,0
2015-08-08,S1F0R4Q8,S,0,87378928,0,0,0,9,233902,0,0,0
2015-08-15,S1F122HQ,S,0,38917024,0,0,0,11,220290,0,0,1
2015-08-09,S1F135SZ,S,0,131108616,0,0,0,9,258297,0,0,0
2015-02-08,S1F0TQQ1,S,0,230231032,0,0,0,12,274262,0,0,0
2015-02-13,S1F0S6HH,S,0,107125280,0,0,0,8,316441,0,0,3
2015-05-04,S1F0TP82,S,0,168497952,0,0,0,8,267854,0,0,0
2015-05-05,S1F136J0,S,1,131519808,0,0,25,16,343464,8,8,0
2015-07-23,S1F0T2LA,S,1,146996384,440,0,1,10,290027,0,0,0
2015-04-27,S1F0DKAN,S,0,197268072,0,0,0,6,281684,0,0,0
2015-06-18,S1F135SZ,S,0,54679872,0,0,0,9,233596,0,0,0
2015-05-11,S1F0S517,S,0,194914360,0,0,0,8,240465,0,0,0
2015-10-08,S1F122HQ,S,0,111266296,0,0,0,12,250796,0,0,1
2015-01-30,S1F0RR2E,S,0,133344680,0,0,0,8,272063,0,0,0
2015-05-16,S1F0L0DW,S,0,83639472,0,0,0,8,315093,0,0,0
2015-04-28,S1F11Y4K,S,0,98271800,0,0,0,14,326168,0,0,0
2015-01-02,S1F135DG,S,0,162499744,0,0,0,11,198703,0,0,3
2015-04-01,S1F102L8,S,0,6137888,0,0,0,9,194868,0,0,0
2015-07-03,S1F10GSG,S,0,78670760,0,0,0,9,241392,0,0,0
2015-01-03,S1F11CJC,S,0,155570024,0,0,0,13,229604,0,0,0
2015-01-28,S1F0RSG7,S,0,101214960,0,406,0,12,324004,0,0,2637
2015-06-20,S1F0EEP2,S,0,73099120,0,0,0,17,269095,0,0,0
2015-02-08,S1F02A0J,S,0,186488384,0,1,0,15,326541,0,0,0
2015-02-16,S1F122HQ,S,0,71653504,0,0,0,11,212060,0,0,1
2015-05-16,S1F0H6JG,S,0,241998544,0,0,0,8,250240,0,0,0
2015-05-13,S1F0RS3B,S,0,242459616,0,0,0,7,275166,0,0,0
2015-05-15,S1F0S561,S,0,185973304,0,0,0,14,256243,0,0,0
2015-01-21,S1F0R2VP,S,0,26548112,0,0,0,12,247691,0,0,0
2015-03-02,S1F0R37Q,S,0,236069816,0,0,0,7,212528,0,0,4
2015-04-14,S1F03YZM,S,0,164153216,0,0,0,8,254114,0,0,0
2015-07-16,S1F0TP5E,S,0,45929384,0,2693,0,12,302803,0,0,2522
2015-06-11,S1F0S387,S,0,63662552,0,2,0,12,273699,0,0,34
2015-04-04,S1F0RREN,S,0,56153560,0,0,0,11,221729,0,0,1
2015-05-30,S1F13KBJ,S,0,71561256,0,0,0,13,276064,0,0,0
2015-06-26,S1F13K8E,S,0,54424472,0,0,0,12,238887,0,0,0
2015-02-07,S1F0S6B7,S,0,142583936,0,0,0,11,192272,0,0,0
2015-06-21,S1F10BRH,S,0,38376616,0,0,0,10,239424,0,0,0
2015-01-02,S1F10PED,S,0,232439608,0,0,0,5,186350,0,0,0
2015-09-09,S1F11C16,S,0,148144504,0,0,0,8,269102,0,0,0
2015-02-24,S1F10V1N,S,0,129017488,0,0,0,10,421294,0,0,0
2015-01-03,S1F0RR0C,S,0,1523560,0,0,0,12,312015,0,0,0
2015-09-22,S1F0AADQ,S,0,45718640,0,0,0,8,443737,16,16,1
2015-04-02,S1F11Y4K,S,0,80172000,0,0,0,14,326160,0,0,0
2015-06-04,S1F0S68M,S,0,111322616,0,0,0,11,239761,0,0,0
2015-02-07,S1F10V1N,S,0,11848448,0,0,0,10,421293,0,0,0
2015-02-12,S1F135DG,S,0,124904376,0,0,0,11,217540,0,0,3
2015-04-27,S1F12XGM,S,0,96150064,0,0,0,8,251391,0,0,1
2015-01-25,S1F0GCED,S,0,199385960,0,0,0,9,225083,0,0,0
2015-01-08,S1F0RSDT,S,0,1870776,0,0,0,8,194458,0,0,3
2015-03-03,S1F0JD7P,S,0,151984488,0,0,0,58,244373,0,0,0
2015-01-08,S1F0S5LP,S,0,116973984,0,21,6,8,246257,0,0,1
2015-02-05,S1F0M2PQ,S,0,33426920,0,0,6,60,243616,0,0,0
2015-02-03,S1F01XDJ,S,0,200723304,0,0,0,8,422508,0,0,0
2015-04-16,S1F0XMNV,S,0,105742144,8,0,0,7,26,0,0,0
2015-08-23,S1F0LCKH,S,0,767336,0,0,0,12,507441,0,0,0
2015-09-22,S1F131F6,S,0,54406984,0,0,0,8,286405,0,0,0
2015-06-22,S1F11Y4K,S,0,36211304,0,0,0,16,341335,0,0,0
2015-06-03,S1F10RWZ,S,0,20405864,0,0,0,13,265084,0,0,0
2015-05-23,S1F0LBY2,S,0,204047376,0,0,0,12,479957,0,0,0
2015-04-06,S1F0E9EP,S,0,155560704,0,0,0,9,244516,0,0,0
2015-07-12,S1F0CVWK,S,0,154271944,2704,0,6,8,379331,0,0,0
2015-03-13,S1F136A5,S,0,205383080,0,0,0,12,219044,0,0,0
2015-04-16,S1F0TPMF,S,0,44525552,0,0,0,6,274553,0,0,0
2015-02-08,S1F0YX6Z,S,0,138498632,0,0,0,8,212197,0,0,1
2015-04-04,S1F10QDG,S,0,10440784,0,0,0,5,228422,0,0,0
2015-01-11,S1F11CJC,S,0,84110120,0,0,0,13,240182,0,0,0
2015-07-25,S1F136BS,S,0,235395672,0,0,0,9,249118,0,0,0
2015-02-07,S1F0KYCR,S,0,165961168,0,0,0,10,227082,0,0,0
2015-03-22,S1F12788,S,0,173777632,0,0,0,11,221460,0,0,0
2015-04-02,S1F0GGPP,S,0,155178640,0,0,0,10,245482,0,0,0
2015-06-30,S1F0LD15,S,0,170611560,8,0,1,6,328696,0,0,0
2015-01-16,S1F135GA,S,0,148795792,0,0,0,8,205041,0,0,0
2015-03-26,S1F11ETS,S,0,216544824,0,0,0,11,222872,0,0,0
2015-03-06,S1F0S5B2,S,0,80227920,0,0,0,8,319721,0,0,2
2015-02-27,S1F0S4CA,S,1,150363440,712,0,69,12,207238,0,0,0
2015-07-18,S1F09DZQ,S,1,77351504,2304,0,3,7,418563,0,0,2
2015-05-21,S1F0L0DW,S,1,151755032,0,0,2,8,316174,0,0,0
2015-04-22,S1F102L8,S,0,176934896,0,0,0,9,195798,0,0,0
2015-10-17,S1F10RWZ,S,0,46175392,0,0,0,14,350450,0,0,0
2015-05-20,S1F0FW8K,S,0,112207112,0,0,0,92,249086,0,0,0
2015-06-15,S1F0AADQ,S,0,163972712,0,0,0,8,409688,0,0,1
2015-01-04,S1F0PXZL,S,0,13326392,0,0,0,8,380445,0,0,0
2015-02-20,S1F01XDJ,S,0,180679408,0,0,0,8,422512,0,0,0
2015-06-03,S1F0TP8F,S,0,154342024,0,0,0,13,332344,0,0,8
2015-07-15,S1F102L8,S,0,94673520,0,0,0,9,204152,0,0,0
2015-02-15,S1F0QY71,S,0,181754888,0,0,0,13,243799,0,0,0
2015-02-06,S1F0LD15,S,0,46847000,0,0,0,6,310268,0,0,0
2015-06-18,S1F0C95J,S,0,38559936,0,0,0,5,293474,0,0,0
2015-10-05,S1F0JGJV,S,1,13739704,0,0,18,8,343760,0,0,0
2015-08-17,S1F0KYCR,S,0,196678840,0,0,0,10,297821,0,0,0
2015-07-17,S1F135SZ,S,0,39437200,0,0,0,9,240690,0,0,0
2015-05-06,S1F0R2S6,S,0,221984936,0,0,0,11,201599,0,0,5
2015-03-30,S1F0S58D,S,0,30480152,0,0,0,12,220777,0,0,0
2015-02-15,S1F0TPH4,S,0,152687448,0,0,0,13,221893,0,0,0
2015-01-19,S1F0QY11,S,1,159635352,0,0,9,7,231336,16,16,0
2015-01-04,S1F1365W,S,0,156879568,0,0,0,11,189455,0,0,0
2015-03-09,S1F1021H,S,0,58582736,0,0,0,11,249449,0,0,0
2015-05-01,S1F0S34C,S,0,116951296,0,1331,0,13,223358,0,0,34
2015-06-07,S1F0S517,S,0,227645440,0,0,0,8,242080,0,0,0
2015-08-27,S1F0EEP2,S,0,113491688,0,0,0,17,281621,0,0,0
2015-03-25,S1F0R0PX,S,0,202445104,0,0,0,12,243793,0,0,0
2015-05-19,S1F0DKAN,S,0,81681648,0,0,0,6,286164,0,0,0
2015-05-07,S1F11XDA,S,0,4382608,0,0,0,10,214912,0,0,0
2015-07-04,S1F0X4RC,S,0,190362224,0,0,0,11,216287,0,0,0
2015-02-21,S1F10QL8,S,0,12504424,0,0,0,6,216210,0,0,0
2015-05-16,S1F118JP,S,0,216381280,0,0,0,7,213751,0,0,0
2015-08-09,S1F0S34C,S,0,136662968,0,1331,0,14,240792,0,0,34
2015-07-12,S1F0GPFZ,S,1,236544080,0,0,0,9,264594,0,0,0
2015-03-13,S1F0M2PQ,S,0,225095016,0,0,6,60,243644,0,0,0
2015-04-13,S1F102L8,S,0,100928864,0,0,0,9,194869,0,0,0
2015-04-05,S1F136BS,S,0,218188272,0,0,0,9,222081,0,0,0
2015-02-14,S1F0T24J,S,0,65641616,0,0,0,12,231611,0,0,0
2015-05-20,S1F0PJJW,S,1,193618832,0,0,0,8,270050,0,0,0
2015-07-05,S1F10QL8,S,0,165888128,0,0,0,6,219341,0,0,0
2015-07-19,S1F11ETS,S,0,234825680,0,0,0,11,245392,0,0,0
2015-09-06,S1F122HQ,S,0,75361440,0,0,0,12,220753,0,0,1
2015-03-20,S1F0S4T6,S,0,172571096,0,0,0,9,271462,0,0,0
2015-09-02,S1F100R5,S,0,221648952,0,0,0,7,297023,0,0,0
2015-01-09,S1F0TP8F,S,0,44497432,0,0,0,12,314919,0,0,8
2015-01-16,S1F0T24J,S,0,108601920,0,0,0,12,227353,0,0,0
2015-02-27,S1F130JB,S,0,134568,0,0,0,9,215102,0,0,0
2015-03-11,S1F12ZZ2,S,0,31518312,0,0,0,11,256216,0,0,0
2015-02-27,S1F13619,S,0,136183824,0,0,0,9,216598,0,0,0
2015-01-09,S1F1364P,S,0,44846208,0,0,0,12,229124,0,0,0
2015-01-29,S1F10E6M,S,1,77131464,1080,0,0,11,214749,0,0,0
2015-02-13,S1F0LR01,S,0,139052392,0,0,8,9,169543,0,0,0
2015-06-30,S1F0GQCL,S,0,150186888,0,0,0,92,247009,0,0,1
2015-05-28,S1F0AEFT,S,0,164706496,144,0,0,10,419869,0,0,0
2015-02-24,S1F12ZQB,S,0,177857440,0,0,0,12,251617,0,0,0
2015-03-17,S1F0LD2C,S,1,32740584,0,0,80,13,467262,24,24,0
2015-06-26,S1F0TP82,S,0,2094384,0,0,0,8,269686,0,0,0
2015-08-03,S1F0GSHB,S,1,150125272,0,0,23,91,251780,8,8,0
2015-08-03,S1F0FW8K,S,0,29404216,0,0,0,92,249191,0,0,0
2015-03-14,S1F13KF6,S,0,133418312,0,0,0,9,223258,0,0,0
2015-04-19,S1F0LBY2,S,0,92265904,0,0,0,12,477240,0,0,0
2015-07-20,S1F10QDG,S,0,50253272,0,0,0,5,246002,0,0,0
2015-03-04,S1F0C95J,S,0,8107072,0,0,0,5,256398,0,0,0
2015-05-14,S1F044ET,S,0,84458776,0,0,0,5,255289,0,0,0
2015-01-27,S1F0X4RC,S,0,192495264,0,0,0,11,211522,0,0,0
2015-05-23,S1F11ETS,S,0,65059336,0,0,0,11,228963,0,0,0
2015-01-20,S1F0RSZZ,S,0,12604664,0,0,0,12,194618,0,0,0
2015-01-12,S1F0JD7P,S,0,136586464,0,0,0,58,235751,0,0,0
2015-01-27,S1F0GSD9,S,0,198283744,0,0,0,12,222911,0,0,0
2015-07-01,S1F0AEFT,S,0,95759416,240,0,0,10,419869,0,0,0
2015-07-20,S1F0GCED,S,0,128918200,0,0,6,9,280759,0,0,0
2015-05-06,S1F10BNL,S,0,111392312,0,0,0,14,346788,0,0,0
2015-04-19,S1F0GKFX,S,0,167276176,0,0,0,65,246711,0,0,0
2015-01-06,S1F121LH,S,0,224648576,0,0,0,9,191834,0,0,0
2015-07-09,S1F13K8E,S,0,191726456,0,0,0,12,238917,0,0,0
2015-01-28,S1F0R2KW,S,0,100447376,0,0,0,8,246094,0,0,0
2015-01-16,S1F0L0DW,S,0,25636400,0,0,0,7,302164,0,0,0
2015-06-09,S1F10BNL,S,0,230345568,0,0,0,16,351596,0,0,0
2015-05-27,S1F13GPY,S,0,139222912,0,0,0,19,342611,0,0,0
2015-02-02,S1F13K7S,S,0,179252296,0,0,0,9,218618,0,0,0
2015-07-28,S1F10FDX,S,0,28063576,0,0,0,11,246547,0,0,6
2015-09-21,S1F100R5,S,0,25191896,0,0,0,7,317937,0,0,0
2015-01-07,S1F115Z6,S,0,100763640,0,0,0,11,243978,0,0,0
2015-06-30,S1F10BNL,S,0,84983832,0,0,0,16,351620,0,0,0
2015-06-10,S1F0S4MG,S,0,107566024,0,0,0,13,269518,0,0,0
2015-04-27,S1F0QWGA,S,0,129151704,0,0,0,7,216153,0,0,0
2015-01-07,S1F0CTDN,S,1,184069720,528,0,4,9,387871,32,32,3
2015-03-14,S1F0CVWK,S,0,173442824,2320,0,6,8,376076,0,0,0
2015-01-03,S1F13JW4,S,0,224013320,0,0,0,8,181345,0,0,0
2015-03-28,S1F0S387,S,0,39017256,0,2,0,12,271617,0,0,34
2015-07-07,S1F10PED,S,0,180688536,0,0,0,5,214447,0,0,0
2015-06-14,S1F100R5,S,0,183265712,0,0,0,7,257126,0,0,0
2015-07-14,S1F0S4EG,S,1,230884776,9264,0,12,6,269760,0,0,0
2015-05-08,S1F0RS81,S,0,50887136,0,0,0,13,275473,0,0,0
2015-02-03,S1F1364P,S,0,211262944,0,0,0,12,237398,0,0,0
2015-01-16,S1F1360W,S,0,47567368,0,0,0,10,416514,0,0,0
2015-02-15,S1F0RSFT,S,0,187329632,0,0,0,12,197052,0,0,0
2015-03-10,S1F0S517,S,0,221166136,0,0,0,8,236693,0,0,0
2015-04-10,S1F0W45F,S,0,118243648,0,0,0,9,420381,0,0,1
2015-01-05,S1F10QH3,S,0,222458224,0,0,0,6,228524,0,0,0
2015-01-20,S1F13HWA,S,0,107104096,0,0,0,13,244687,0,0,0
2015-04-25,S1F100R5,S,0,219285768,0,0,0,7,248985,0,0,0
2015-03-17,S1F0GJW3,S,1,83874704,2144,0,401,9,229593,16,16,0
2015-04-06,S1F0AEFT,S,0,54541072,0,0,0,10,418113,0,0,0
2015-03-26,S1F0H6JJ,S,0,196297952,0,0,0,35,324495,0,0,2
2015-02-28,S1F0S4G4,S,0,200948840,0,0,0,7,192396,0,0,0
2015-01-28,S1F0FP0C,S,0,171835176,0,0,0,10,227413,0,0,0
2015-03-05,S1F11XDA,S,0,218334360,0,0,0,10,214856,0,0,0
2015-03-20,S1F13635,S,0,1360088,0,0,0,24,260212,0,0,0
2015-02-19,S1F10FDX,S,0,51403968,0,0,0,11,220323,0,0,6
2015-02-18,S1F0MBV5,S,0,51329200,0,0,0,4,361981,0,0,0
2015-06-22,S1F0LD15,S,0,81035368,0,0,1,6,324884,8,8,0
2015-04-20,S1F0MBV5,S,0,137058224,0,0,0,4,406555,0,0,0
2015-06-18,S1F0Y6BM,S,0,12234080,0,0,0,8,215941,0,0,0
2015-06-21,S1F12XGM,S,0,213348768,0,0,0,8,259515,0,0,1
2015-08-31,S1F10QDG,S,0,182496576,0,0,0,5,260676,0,0,0
2015-04-07,S1F10NM6,S,0,166027272,0,0,0,14,342461,0,0,0
2015-07-29,S1F1318D,S,0,31665816,4960,0,0,14,89391,0,0,0
2015-05-01,S1F13K8E,S,0,48858024,0,0,0,12,224183,0,0,0
2015-01-21,S1F0TKW7,S,0,97966528,0,0,0,12,263898,0,0,0
2015-02-28,S1F0GGJD,S,0,105924104,0,0,0,62,211212,0,0,0
2015-04-06,S1F0TMRF,S,0,44329464,0,0,0,11,273310,0,0,0
2015-03-13,S1F13635,S,0,166073784,0,0,0,24,260208,0,0,0
2015-07-20,S1F0S49E,S,0,204942056,0,0,17,8,282407,0,0,0
2015-06-28,S1F0Y8MA,S,0,19193456,0,0,0,8,213608,0,0,0
2015-07-21,S1F0S6GZ,S,0,140532368,0,0,0,12,277834,0,0,0
2015-04-27,S1F135F3,S,0,13272656,0,0,0,14,339604,0,0,0
2015-06-17,S1F0GRB1,S,0,183676088,0,0,0,67,251114,0,0,0
2015-04-28,S1F0LCVC,S,1,222122448,520,0,0,8,218975,176,176,0
2015-03-20,S1F0LBMG,S,0,160342176,0,0,0,7,310504,0,0,7
2015-03-02,S1F13HPR,S,0,114180280,0,0,0,8,212391,0,0,0
2015-04-04,S1F130JB,S,0,105106104,0,0,0,9,215121,0,0,0
2015-02-25,S1F0TPMF,S,0,58964208,0,0,0,6,272045,0,0,0
2015-04-16,S1F0GGJD,S,0,124863976,0,0,0,62,214359,0,0,0
2015-02-22,S1F0RR35,S,0,195389264,152,0,0,12,283102,0,0,0
2015-01-13,S1F135QH,S,0,170031752,0,0,0,13,420192,0,0,0
2015-01-05,S1F134QM,S,0,19097528,0,0,0,12,233773,0,0,2
2015-02-12,S1F135SZ,S,0,48579592,0,0,0,9,227047,0,0,0
2015-08-19,S1F0BWZ3,S,0,146732816,0,0,0,8,382162,0,0,2
2015-03-18,S1F0CE60,S,0,31964576,0,0,0,6,237312,0,0,0
2015-01-15,S1F0P1K7,S,0,239110008,0,0,0,2,261784,0,0,0
2015-02-18,S1F044ET,S,0,177426784,0,0,0,5,255237,0,0,0
2015-08-24,S1F0TPMF,S,0,199912640,0,0,0,6,307579,0,0,0
2015-05-07,S1F100R5,S,0,112929936,0,0,0,7,248994,0,0,0
2015-06-04,S1F0R3JV,S,0,140803448,0,0,0,9,231006,0,0,0
2015-01-27,S1F0VE11,S,0,27730048,0,0,0,10,192581,0,0,0
2015-06-06,S1F0TP82,S,0,131185864,0,0,0,8,269669,0,0,0
2015-07-24,S1F135GA,S,0,72103080,0,0,0,8,218205,0,0,0
2015-05-06,S1F135F3,S,0,52336808,0,0,0,14,348342,0,0,0
2015-07-13,S1F0S30R,S,0,61319400,0,0,0,16,270675,0,0,0
2015-04-27,S1F0GKFX,S,1,121900592,0,0,18,65,246719,0,0,0
2015-04-10,S1F11G2C,S,0,181861400,0,0,0,16,336104,0,0,0
2015-03-14,S1F0GV0W,S,0,108250104,0,5,6,95,241691,0,0,0
2015-05-17,S1F1318D,S,0,178196600,4960,0,0,14,89391,0,0,0
2015-10-01,S1F122KD,S,0,73336832,0,0,0,8,297142,0,0,0
2015-01-08,S1F0FP0C,S,0,82610856,0,0,0,9,209027,0,0,0
2015-09-27,S1F13CMG,S,0,126645216,0,0,0,8,273416,0,0,1
2015-03-05,S1F0KZJJ,S,0,201225112,0,0,0,37,293008,0,0,3
